system,run,iter,err_standard,err_en
pb4,4,4,0.0011039230212190887,0.006189748806718853
pb4,4,5,0.0010547782130743144,0.0003216548784621409
pb4,4,6,0.0005713872587875812,0.0002916631010521087
pb4,4,7,0.0004532620378085994,0.0002437148914395948
pb4,4,8,0.00031760539877723204,0.00014391085824172478
pb4,4,9,0.00029511207048926735,1.1890359019162133e-05
pb4,4,10,0.00027983086965832626,5.190122465137392e-06
pb4,4,11,0.0002709376403799979,5.190122465137392e-06
pb4,4,12,0.0002458927410771139,5.190122465137392e-06
pb4,4,13,0.0002416467805232969,5.190122465137392e-06
pb4,4,14,0.00022324410110741155,5.190122465137392e-06
pb4,4,15,0.00021789080346934497,5.190122465137392e-06
pb4,4,16,0.00020531387963274028,5.190122465137392e-06
pb4,4,17,0.0001996609435082064,5.190122465137392e-06
pb4,4,18,0.0001873499486464425,5.190122465137392e-06
pb4,4,19,0.00018081725193042075,5.190122465137392e-06
pb4,4,20,0.0001733117633193615,5.190122465137392e-06
pb4,5,1,0.0076425377828854835,1.383863121262948
pb4,5,2,0.003689494961690798,0.7511743753548217
pb4,5,3,0.0021615043515339494,0.007721138657871052
pb4,5,4,0.0010054285239675664,0.00030770755711273523
pb4,5,5,0.0007274499221239239,0.00025838996680249693
pb4,5,6,0.0006402643721230561,0.00021814152660226682
pb4,5,7,0.0005916662821618957,0.00015865274144744035
pb4,5,8,0.0004467761318664998,4.633798380382359e-05
pb4,5,9,0.00027991915158054326,4.997403266315814e-06
pb4,5,10,0.00026090286610269686,4.997403266315814e-06
pb4,5,11,0.000249329614234739,4.997403266315814e-06
pb4,5,12,0.000234835554692836,4.997403266315814e-06
pb4,5,13,0.00022189481751411222,4.997403266315814e-06
pb4,5,14,0.00019844235339405714,4.997403266315814e-06
pb4,5,15,0.00019844235339405714,4.997403266315814e-06
pb4,5,16,0.00019844235339405714,4.997403266315814e-06
pb4,5,17,0.00019844235339405714,4.997403266315814e-06
pb4,5,18,0.00019844235339405714,4.997403266315814e-06
pb4,5,19,0.00019844235339405714,4.997403266315814e-06
pb4,5,20,0.00019844235339405714,4.997403266315814e-06
pb4,6,1,0.007114645993169688,1.492417320995628
pb4,6,2,0.0044679921156784985,0.7057170118914655
pb4,6,3,0.0024170056531147566,0.5458015557742328
pb4,6,4,0.001536973679321818,0.005048082076427818
pb4,6,5,0.0009672491005403572,0.0002748148763203062
pb4,6,6,0.0006120244770499994,0.0002384818753853324
pb4,6,7,0.00031912109079712536,0.0001924841562868096
pb4,6,8,0.00030864526979712537,0.00012886608419648837
pb4,6,9,0.00030258161223173374,2.263683381897863e-05
pb4,6,10,0.0002669458053787821,5.089894330012612e-06
pb4,6,11,0.00026373409764346434,5.089894330012612e-06
pb4,6,12,0.00024786633821349824,5.089894330012612e-06
pb4,6,13,0.00023057446469465503,5.089894330012612e-06
pb4,6,14,0.00023057446469465503,5.089894330012612e-06
pb4,6,15,0.00023057446469465503,5.089894330012612e-06
pb4,6,16,0.00023057446469465503,5.089894330012612e-06
pb4,6,17,0.00023057446469465503,5.089894330012612e-06
pb4,6,18,0.00023057446469465503,5.089894330012612e-06
pb4,6,19,0.00023057446469465503,5.089894330012612e-06
pb4,6,20,0.00023057446469465503,5.089894330012612e-06
pb4,7,1,0.006770430760298041,1.461050700384476
pb4,7,2,0.0037774919055664213,0.6703684736021387
pb4,7,3,0.00150204049077729,0.5480413951863738
pb4,7,4,0.0013190433483032393,0.004478519763324584
pb4,7,5,0.0005360395489333314,0.0002443890552967787
pb4,7,6,0.00043031163568230113,0.000205912909223116
pb4,7,7,0.0004219100710542989,0.00017102995752793504
pb4,7,8,0.0002887699483835604,0.000129712997477327
pb4,7,9,0.0002750543717411347,2.2721224013366736e-05
pb4,7,10,0.0002710746575758094,5.067340680398047e-06
pb4,7,11,0.00024933319218689576,5.067340680398047e-06
pb4,7,12,0.00022444788646680536,5.067340680398047e-06
pb4,7,13,0.00021494510383490706,5.067340680398047e-06
pb4,7,14,0.00021494510383490706,5.067340680398047e-06
pb4,7,15,0.00021494510383490706,5.067340680398047e-06
pb4,7,16,0.00021494510383490706,5.067340680398047e-06
pb4,7,17,0.00021494510383490706,5.067340680398047e-06
pb4,7,18,0.00021494510383490706,5.067340680398047e-06
pb4,7,19,0.00021494510383490706,5.067340680398047e-06
pb4,7,20,0.00021494510383490706,5.067340680398047e-06
pb4,8,1,0.00672328969812952,1.3921875954456482
pb4,8,2,0.004289129004973802,0.00844864837017667
pb4,8,3,0.002346592050344043,0.0003819830653810641
pb4,8,4,0.0012139310720158392,0.0003349517719470896
pb4,8,5,0.0010084186624226277,0.00028776205635949736
pb4,8,6,0.0007282023207153543,0.00020334644887043396
pb4,8,7,0.00045227891496324446,5.7655645832710434e-05
pb4,8,8,0.0003681134248836315,5.367397534428164e-06
pb4,8,9,0.00031943215435603634,5.367397534428164e-06
pb4,8,10,0.00029205448663560674,5.367397534428164e-06
pb4,8,11,0.00027492067601997405,5.367397534428164e-06
pb4,8,12,0.00026392027393740136,5.367397534428164e-06
pb4,8,13,0.00024639801540615736,5.367397534428164e-06
pb4,8,14,0.00024639801540615736,5.367397534428164e-06
pb4,8,15,0.00024639801540615736,5.367397534428164e-06
pb4,8,16,0.00024639801540615736,5.367397534428164e-06
pb4,8,17,0.00024639801540615736,5.367397534428164e-06
pb4,8,18,0.00024639801540615736,5.367397534428164e-06
pb4,8,19,0.00024639801540615736,5.367397534428164e-06
pb4,8,20,0.00024639801540615736,5.367397534428164e-06
pb4,9,1,0.0075717650670412695,1.4522079649168518
pb4,9,2,0.004123334253563371,0.6689484653970794
pb4,9,3,0.002261923970763746,0.5486606197810033
pb4,9,4,0.0011212638992219581,0.004637188809283543
pb4,9,5,0.000577226444875123,0.00022125599207356572
pb4,9,6,0.00046680191735504195,0.0001914376025524689
pb4,9,7,0.0003970724646933377,0.0001587426404512371
pb4,9,8,0.0002669978830454056,0.00011785614424297819
pb4,9,9,0.0002591596530692186,2.2277343305177055e-05
pb4,9,10,0.00023750874970573932,4.777078174811322e-06
pb4,9,11,0.00023157783743954496,4.777078174811322e-06
pb4,9,12,0.00021431325967569137,4.777078174811322e-06
pb4,9,13,0.00019880073159583844,4.777078174811322e-06
pb4,9,14,0.00019880073159583844,4.777078174811322e-06
pb4,9,15,0.00019880073159583844,4.777078174811322e-06
pb4,9,16,0.00019880073159583844,4.777078174811322e-06
pb4,9,17,0.00019880073159583844,4.777078174811322e-06
pb4,9,18,0.00019880073159583844,4.777078174811322e-06
pb4,9,19,0.00019880073159583844,4.777078174811322e-06
pb4,9,20,0.00019880073159583844,4.777078174811322e-06
pb4,10,1,0.005922487875977822,1.4784156424284447
pb4,10,2,0.003069831539505685,0.7237725008726557
pb4,10,3,0.0019817490665445803,0.008144755414832616
pb4,10,4,0.0010735482701420551,0.0003180576777594979
pb4,10,5,0.0007100887614797102,0.0002687799114937661
pb4,10,6,0.0006526529487018706,0.00023106092794478172
pb4,10,7,0.0005020973549108021,0.00017320216920779785
pb4,10,8,0.000321672575410048,4.622003689291887e-05
pb4,10,9,0.0003030542720807716,5.1080123739666305e-06
pb4,10,10,0.0002874723968488979,5.1080123739666305e-06
pb4,10,11,0.0002603083758003777,5.1080123739666305e-06
pb4,10,12,0.0002475924929967732,5.1080123739666305e-06
pb4,10,13,0.00023686956592428032,5.1080123739666305e-06
pb4,10,14,0.00020671936999860918,5.1080123739666305e-06
pb4,10,15,0.00020324975048424676,5.1080123739666305e-06
pb4,10,16,0.0001828586637202534,5.1080123739666305e-06
pb4,10,17,0.000177794690898736,5.1080123739666305e-06
pb4,10,18,0.00016882011459529167,5.1080123739666305e-06
pb4,10,19,0.00016882011459529167,5.1080123739666305e-06
pb4,10,20,0.00016882011459529167,5.1080123739666305e-06
